locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNHNOIJP_04363	CDS	696	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
MNHNOIJP_04364	CDS	1668	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MNHNOIJP_04365	CDS	975				putative membrane protein
MNHNOIJP_04366	CDS	351				hypothetical protein
MNHNOIJP_04367	CDS	300				hypothetical protein
MNHNOIJP_04368	CDS	294				hypothetical protein
MNHNOIJP_04369	CDS	621				hypothetical protein
MNHNOIJP_04370	CDS	549				hypothetical protein
MNHNOIJP_04371	CDS	1206		1.3.99.-		Acyl-CoA dehydrogenase FadE26
MNHNOIJP_04372	CDS	897		1.3.99.-		Acyl-CoA dehydrogenase FadE34
MNHNOIJP_04373	CDS	228				hypothetical protein
MNHNOIJP_04374	CDS	372				hypothetical protein
MNHNOIJP_04375	CDS	495				hypothetical protein
MNHNOIJP_04376	CDS	447				hypothetical protein
MNHNOIJP_04377	CDS	777				hypothetical protein
MNHNOIJP_04378	CDS	264				hypothetical protein
MNHNOIJP_04379	CDS	564				hypothetical protein
MNHNOIJP_04380	CDS	1356	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
MNHNOIJP_04381	CDS	258	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MNHNOIJP_04382	CDS	270				hypothetical protein
MNHNOIJP_04383	CDS	1158	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
MNHNOIJP_04384	CDS	705				hypothetical protein
MNHNOIJP_04385	CDS	969				hypothetical protein
MNHNOIJP_04386	CDS	708				hypothetical protein
MNHNOIJP_04387	CDS	885				hypothetical protein
MNHNOIJP_04388	CDS	1290	rnd	3.1.13.5	COG0349	Ribonuclease D
MNHNOIJP_04389	CDS	477		2.3.1.20		Putative diacyglycerol O-acyltransferase
MNHNOIJP_04390	CDS	204				hypothetical protein
MNHNOIJP_04391	CDS	402				hypothetical protein
MNHNOIJP_04392	CDS	273				hypothetical protein
MNHNOIJP_04393	CDS	1374				hypothetical protein
MNHNOIJP_04394	CDS	1224	treY	5.4.99.15	COG3280	Putative maltooligosyl trehalose synthase
MNHNOIJP_04395	CDS	813		1.1.1.-		Putative short-chain type dehydrogenase/reductase/MSMEI_5872
MNHNOIJP_04396	CDS	495				hypothetical protein
MNHNOIJP_04397	CDS	378				hypothetical protein
MNHNOIJP_04398	CDS	549	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MNHNOIJP_04399	CDS	1098				hypothetical protein
MNHNOIJP_04400	CDS	480				hypothetical protein
MNHNOIJP_04401	CDS	513		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
MNHNOIJP_04402	CDS	1164				hypothetical protein
MNHNOIJP_04403	CDS	936				hypothetical protein
MNHNOIJP_04404	CDS	2493	metH	2.1.1.13	COG0646	Methionine synthase
MNHNOIJP_04405	CDS	798	limC_4	1.1.1.-		(-)-trans-carveol dehydrogenase
MNHNOIJP_04406	CDS	1626	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
MNHNOIJP_04407	CDS	510				hypothetical protein
MNHNOIJP_04408	tRNA	72				tRNA-Cys(gca)
MNHNOIJP_04409	CDS	1269	bcr_3			Bicyclomycin resistance protein
MNHNOIJP_04410	CDS	420	mraY_2	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MNHNOIJP_04411	CDS	747				hypothetical protein
MNHNOIJP_04412	CDS	660				hypothetical protein
MNHNOIJP_04413	CDS	654	degU_3		COG2197	Transcriptional regulatory protein DegU
MNHNOIJP_04414	CDS	636				hypothetical protein
MNHNOIJP_04415	CDS	480	msiK_2	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
MNHNOIJP_04416	CDS	918	scrK	2.7.1.4	COG0524	Fructokinase
MNHNOIJP_04417	CDS	540				hypothetical protein
MNHNOIJP_04418	CDS	297				hypothetical protein
MNHNOIJP_04419	CDS	516				hypothetical protein
MNHNOIJP_04420	CDS	591	sutR_2		COG1396	HTH-type transcriptional regulator SutR
MNHNOIJP_04421	CDS	780	kipR_2		COG1414	HTH-type transcriptional regulator KipR
MNHNOIJP_04422	CDS	768	scoA_1	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
MNHNOIJP_04423	CDS	1335				hypothetical protein
MNHNOIJP_04424	CDS	204				hypothetical protein
MNHNOIJP_04425	CDS	522	vldW_3	1.14.11.52		Validamycin A dioxygenase
MNHNOIJP_04426	CDS	1329		3.5.4.32	COG0402	8-oxoguanine deaminase
MNHNOIJP_04427	CDS	834	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
MNHNOIJP_04428	CDS	540				hypothetical protein
MNHNOIJP_04429	CDS	240				hypothetical protein
MNHNOIJP_04430	CDS	1374	yhjE_3			Inner membrane metabolite transport protein YhjE
MNHNOIJP_04431	CDS	1098	fbpA_3	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
MNHNOIJP_04432	CDS	102				hypothetical protein
MNHNOIJP_04433	CDS	126				hypothetical protein
MNHNOIJP_04434	CDS	471				hypothetical protein
MNHNOIJP_04435	tRNA	73				tRNA-Gln(ctg)
MNHNOIJP_04436	CDS	1476	gltX_3	6.1.1.17	COG0008	Glutamate--tRNA ligase
MNHNOIJP_04437	CDS	858	alkB_3	1.14.15.3		Alkane 1-monooxygenase
MNHNOIJP_04438	CDS	393				hypothetical protein
MNHNOIJP_04439	CDS	282				hypothetical protein
MNHNOIJP_04440	CDS	738	nagR_2		COG2188	HTH-type transcriptional repressor NagR
MNHNOIJP_04441	CDS	888	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
MNHNOIJP_04442	CDS	1731			COG0747	putative lipoprotein
MNHNOIJP_04443	CDS	699	secF_2		COG0341	Protein translocase subunit SecF
MNHNOIJP_04444	CDS	960				hypothetical protein
MNHNOIJP_04445	CDS	819				hypothetical protein
MNHNOIJP_04446	CDS	282				hypothetical protein
MNHNOIJP_04447	CDS	636				hypothetical protein
MNHNOIJP_04448	CDS	1497	stp_6			Multidrug resistance protein Stp
MNHNOIJP_04449	CDS	366	xylC_2	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
MNHNOIJP_04450	CDS	1167	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MNHNOIJP_04451	CDS	618	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MNHNOIJP_04452	CDS	861	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
MNHNOIJP_04453	CDS	285				hypothetical protein
MNHNOIJP_04454	CDS	1992				hypothetical protein
MNHNOIJP_04455	CDS	855				hypothetical protein
MNHNOIJP_04456	CDS	1164		1.14.-.-	COG2124	Cytochrome P450 130
MNHNOIJP_04457	CDS	243				hypothetical protein
MNHNOIJP_04458	CDS	1299				hypothetical protein
MNHNOIJP_04459	CDS	711	xerC_2			Tyrosine recombinase XerC
MNHNOIJP_04460	CDS	261			COG2141	putative protein
MNHNOIJP_04461	CDS	411				hypothetical protein
MNHNOIJP_04462	CDS	411	fosA	2.5.1.18		Glutathione transferase FosA
MNHNOIJP_04463	CDS	1251		1.14.15.29	COG2124	Steroid C26-monooxygenase
MNHNOIJP_04464	CDS	591			COG0589	Universal stress protein
MNHNOIJP_04465	CDS	639	devR_2		COG2197	DNA-binding transcriptional activator DevR/DosR
MNHNOIJP_04466	CDS	1218				hypothetical protein
MNHNOIJP_04467	CDS	732				hypothetical protein
MNHNOIJP_04468	CDS	942	drrA_5	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MNHNOIJP_04469	CDS	912		2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase
MNHNOIJP_04470	CDS	279			COG1132	putative ABC transporter ATP-binding protein
MNHNOIJP_04471	CDS	2067		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
MNHNOIJP_04472	CDS	141	sodA_3	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MNHNOIJP_04473	CDS	1350				hypothetical protein
MNHNOIJP_04474	CDS	1011	yhhT		COG0628	Putative transport protein YhhT
MNHNOIJP_04475	CDS	1152				hypothetical protein
MNHNOIJP_04476	CDS	1524				hypothetical protein
MNHNOIJP_04477	CDS	915	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MNHNOIJP_04478	CDS	1383	gabP_3		COG1113	GABA permease
MNHNOIJP_04479	CDS	267				hypothetical protein
MNHNOIJP_04480	CDS	1065				hypothetical protein
MNHNOIJP_04481	CDS	489				hypothetical protein
MNHNOIJP_04482	CDS	504	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
MNHNOIJP_04483	CDS	858				hypothetical protein
MNHNOIJP_04484	CDS	519				hypothetical protein
MNHNOIJP_04485	CDS	216				hypothetical protein
MNHNOIJP_04486	CDS	426				hypothetical protein
MNHNOIJP_04487	CDS	846	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MNHNOIJP_04488	CDS	855				hypothetical protein
MNHNOIJP_04489	CDS	948				hypothetical protein
MNHNOIJP_04490	CDS	1161				hypothetical protein
MNHNOIJP_04491	CDS	279				hypothetical protein
MNHNOIJP_04492	CDS	588	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MNHNOIJP_04493	CDS	1107				hypothetical protein
MNHNOIJP_04494	CDS	837	lptB_4	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MNHNOIJP_04495	CDS	510				hypothetical protein
MNHNOIJP_04496	CDS	285				hypothetical protein
MNHNOIJP_04497	CDS	1398				hypothetical protein
MNHNOIJP_04498	CDS	774	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
MNHNOIJP_04499	CDS	1425	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
MNHNOIJP_04500	CDS	237				hypothetical protein
MNHNOIJP_04501	CDS	153				hypothetical protein
MNHNOIJP_04502	CDS	630	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
MNHNOIJP_04503	CDS	657				hypothetical protein
MNHNOIJP_04504	CDS	606	yyaP_2		COG0262	putative protein YyaP
MNHNOIJP_04505	CDS	471				hypothetical protein
MNHNOIJP_04506	CDS	864	vdh_2	1.4.1.23	COG0334	Valine dehydrogenase
MNHNOIJP_04507	CDS	1119	prmC_5	2.1.1.297		Release factor glutamine methyltransferase
MNHNOIJP_04508	CDS	1677				hypothetical protein
MNHNOIJP_04509	CDS	357				hypothetical protein
MNHNOIJP_04510	CDS	1071				hypothetical protein
MNHNOIJP_04511	CDS	894				hypothetical protein
MNHNOIJP_04512	CDS	567				hypothetical protein
MNHNOIJP_04513	CDS	2418				hypothetical protein
MNHNOIJP_04514	CDS	591	yciC_2		COG0523	Putative metal chaperone YciC
MNHNOIJP_04515	CDS	663				hypothetical protein
MNHNOIJP_04516	CDS	846			COG0586	putative membrane protein
MNHNOIJP_04517	CDS	432				hypothetical protein
MNHNOIJP_04518	CDS	942				hypothetical protein
MNHNOIJP_04519	CDS	339				hypothetical protein
MNHNOIJP_04520	CDS	351	yidH_2		COG2149	Inner membrane protein YidH
MNHNOIJP_04521	CDS	684	yceI			Protein YceI
MNHNOIJP_04522	CDS	459				hypothetical protein
MNHNOIJP_04523	CDS	1395	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
MNHNOIJP_04524	CDS	1665	dhbF_4		COG1020	Dimodular nonribosomal peptide synthase
MNHNOIJP_04525	CDS	495				hypothetical protein
MNHNOIJP_04526	CDS	738	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
MNHNOIJP_04527	CDS	807				hypothetical protein
MNHNOIJP_04528	CDS	366				hypothetical protein
MNHNOIJP_04529	CDS	474				hypothetical protein
MNHNOIJP_04530	CDS	747				hypothetical protein
MNHNOIJP_04531	CDS	1131	fadA5_2	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
MNHNOIJP_04532	CDS	711				hypothetical protein
MNHNOIJP_04533	CDS	762				hypothetical protein
MNHNOIJP_04534	CDS	387				hypothetical protein
MNHNOIJP_04535	CDS	435				hypothetical protein
MNHNOIJP_04536	CDS	222				hypothetical protein
MNHNOIJP_04537	CDS	312				hypothetical protein
MNHNOIJP_04538	CDS	966	sugA		COG1175	Trehalose transport system permease protein SugA
MNHNOIJP_04539	CDS	882	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
MNHNOIJP_04540	CDS	1140				hypothetical protein
MNHNOIJP_04541	CDS	501				hypothetical protein
MNHNOIJP_04542	CDS	177				hypothetical protein
MNHNOIJP_04543	CDS	432				hypothetical protein
MNHNOIJP_04544	CDS	171				hypothetical protein
MNHNOIJP_04545	CDS	519				hypothetical protein
MNHNOIJP_04546	CDS	420				hypothetical protein
MNHNOIJP_04547	CDS	189				hypothetical protein
MNHNOIJP_04548	CDS	228				hypothetical protein
MNHNOIJP_04549	CDS	828	tauB_2	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
MNHNOIJP_04550	CDS	912	gltC_5			HTH-type transcriptional regulator GltC
MNHNOIJP_04551	CDS	378				hypothetical protein
MNHNOIJP_04552	CDS	258				hypothetical protein
MNHNOIJP_04553	CDS	741	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
MNHNOIJP_04554	CDS	2292	dhbF_5		COG1020	Dimodular nonribosomal peptide synthase
MNHNOIJP_04555	CDS	282				hypothetical protein
MNHNOIJP_04556	CDS	417				hypothetical protein
MNHNOIJP_04557	CDS	228				hypothetical protein
MNHNOIJP_04558	CDS	1194				hypothetical protein
MNHNOIJP_04559	CDS	207				hypothetical protein
MNHNOIJP_04560	CDS	1107	prfB_2		COG1186	Peptide chain release factor 2
MNHNOIJP_04561	CDS	885	ykuT		COG0668	putative MscS family protein YkuT
MNHNOIJP_04562	CDS	486				hypothetical protein
MNHNOIJP_04563	CDS	204				hypothetical protein
MNHNOIJP_04564	CDS	1338				hypothetical protein
MNHNOIJP_04565	CDS	1290	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
MNHNOIJP_04566	CDS	738				hypothetical protein
MNHNOIJP_04567	CDS	567				hypothetical protein
MNHNOIJP_04568	CDS	456	menC_1	4.2.1.113	COG4948	o-succinylbenzoate synthase
MNHNOIJP_04569	CDS	462				hypothetical protein
MNHNOIJP_04570	CDS	828	viuB		COG2375	Vibriobactin utilization protein ViuB
MNHNOIJP_04571	CDS	654				hypothetical protein
MNHNOIJP_04572	CDS	1275	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
MNHNOIJP_04573	tRNA	74				tRNA-Lys(ctt)
MNHNOIJP_04574	CDS	222				hypothetical protein
MNHNOIJP_04575	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
MNHNOIJP_04576	CDS	1647	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MNHNOIJP_04577	CDS	372	mauC			Amicyanin
MNHNOIJP_04578	CDS	420				hypothetical protein
MNHNOIJP_04579	CDS	657	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MNHNOIJP_04580	CDS	687	ideR		COG1321	Iron-dependent repressor IdeR
MNHNOIJP_04581	CDS	1152				hypothetical protein
MNHNOIJP_04582	CDS	594				hypothetical protein
MNHNOIJP_04583	CDS	1320				hypothetical protein
MNHNOIJP_04584	CDS	165				hypothetical protein
MNHNOIJP_04585	CDS	684	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
MNHNOIJP_04586	CDS	360				hypothetical protein
MNHNOIJP_04587	CDS	432	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
MNHNOIJP_04588	CDS	495				hypothetical protein
MNHNOIJP_04589	CDS	534				hypothetical protein
MNHNOIJP_04590	CDS	1224	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
MNHNOIJP_04591	CDS	726	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
MNHNOIJP_04592	CDS	768	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
MNHNOIJP_04593	CDS	1230	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MNHNOIJP_04594	CDS	1245				hypothetical protein
MNHNOIJP_04595	CDS	789				hypothetical protein
MNHNOIJP_04596	CDS	753			COG0217	putative transcriptional regulatory protein
MNHNOIJP_04597	CDS	357	ytrA		COG1725	HTH-type transcriptional repressor YtrA
MNHNOIJP_04598	CDS	921				hypothetical protein
MNHNOIJP_04599	CDS	276				hypothetical protein
MNHNOIJP_04600	CDS	1596	trpE_1	4.1.3.27	COG0147	Anthranilate synthase component 1
MNHNOIJP_04601	CDS	900				hypothetical protein
MNHNOIJP_04602	CDS	111				hypothetical protein
MNHNOIJP_04603	CDS	453				hypothetical protein
MNHNOIJP_04604	CDS	1281	rutG_2		COG2233	Putative pyrimidine permease RutG
MNHNOIJP_04605	CDS	429	ptsI_2	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MNHNOIJP_04606	CDS	960	uctC_4	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MNHNOIJP_04607	CDS	663	kdgR_3		COG1414	Transcriptional regulator KdgR
MNHNOIJP_04608	CDS	792	xynR_2		COG1414	HTH-type transcriptional regulator XynR
MNHNOIJP_04609	CDS	951				hypothetical protein
MNHNOIJP_04610	CDS	1191				hypothetical protein
MNHNOIJP_04611	CDS	936		1.1.-.-	COG2084	putative oxidoreductase
MNHNOIJP_04612	CDS	462				hypothetical protein
MNHNOIJP_04613	CDS	258				hypothetical protein
MNHNOIJP_04614	CDS	837				hypothetical protein
MNHNOIJP_04615	CDS	219				hypothetical protein
MNHNOIJP_04616	CDS	207				hypothetical protein
MNHNOIJP_04617	CDS	1482	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
MNHNOIJP_04618	CDS	621	rimP_2			Ribosome maturation factor RimP
MNHNOIJP_04619	CDS	1032	nusA_2		COG0195	Transcription termination/antitermination protein NusA
MNHNOIJP_04620	CDS	492				hypothetical protein
MNHNOIJP_04621	CDS	633		4.1.2.58		2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase
MNHNOIJP_04622	CDS	1425	ald_3	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
MNHNOIJP_04623	CDS	1263				hypothetical protein
MNHNOIJP_04624	CDS	873	cysD_2	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
MNHNOIJP_04625	CDS	510	cysQ_2	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
MNHNOIJP_04626	CDS	783	tauD_3	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MNHNOIJP_04627	CDS	1131				hypothetical protein
MNHNOIJP_04628	CDS	972		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
MNHNOIJP_04629	CDS	1533		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MNHNOIJP_04630	CDS	525	plsB	2.3.1.15		Glycerol-3-phosphate acyltransferase
MNHNOIJP_04631	CDS	1434				hypothetical protein
MNHNOIJP_04632	CDS	600			COG1082	putative protein
MNHNOIJP_04633	CDS	267				hypothetical protein
MNHNOIJP_04634	CDS	1224	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MNHNOIJP_04635	CDS	795	aam_5	3.5.1.13	COG0154	Acylamidase
MNHNOIJP_04636	CDS	705	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MNHNOIJP_04637	CDS	774	lptB_5	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MNHNOIJP_04638	CDS	720				hypothetical protein
MNHNOIJP_04639	CDS	657				hypothetical protein
MNHNOIJP_04640	CDS	558				hypothetical protein
MNHNOIJP_04641	CDS	834	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
MNHNOIJP_04642	CDS	252				hypothetical protein
MNHNOIJP_04643	CDS	558				hypothetical protein
MNHNOIJP_04644	CDS	1059	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MNHNOIJP_04645	CDS	759	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MNHNOIJP_04646	CDS	1314				hypothetical protein
MNHNOIJP_04647	CDS	762	kdgR_4			Pectin degradation repressor protein KdgR
MNHNOIJP_04648	CDS	399				hypothetical protein
MNHNOIJP_04649	CDS	753	thyX_2	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
MNHNOIJP_04650	CDS	480				hypothetical protein
MNHNOIJP_04651	CDS	435				hypothetical protein
MNHNOIJP_04652	CDS	369				hypothetical protein
MNHNOIJP_04653	CDS	213				hypothetical protein
MNHNOIJP_04654	CDS	633				hypothetical protein
MNHNOIJP_04655	CDS	591				hypothetical protein
MNHNOIJP_04656	CDS	168				hypothetical protein
MNHNOIJP_04657	CDS	609				hypothetical protein
MNHNOIJP_04658	CDS	147				hypothetical protein
MNHNOIJP_04659	CDS	681				hypothetical protein
MNHNOIJP_04660	CDS	687	clcD	3.1.1.45		Carboxymethylenebutenolidase
MNHNOIJP_04661	CDS	1032	aroP		COG1113	Aromatic amino acid transport protein AroP
MNHNOIJP_04662	CDS	480				hypothetical protein
MNHNOIJP_04663	CDS	783	hcaB_6	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MNHNOIJP_04664	CDS	444				hypothetical protein
MNHNOIJP_04665	CDS	657				hypothetical protein
MNHNOIJP_04666	CDS	1011				hypothetical protein
MNHNOIJP_04667	CDS	363				hypothetical protein
MNHNOIJP_04668	CDS	1158	actP			Cation/acetate symporter ActP
MNHNOIJP_04669	CDS	396				hypothetical protein
MNHNOIJP_04670	CDS	957	nrdB	1.-.-.-	COG0208	R2-like ligand binding oxidase
MNHNOIJP_04671	CDS	927				hypothetical protein
MNHNOIJP_04672	CDS	756				hypothetical protein
MNHNOIJP_04673	CDS	372	limA_1	3.3.2.8		Limonene-1,2-epoxide hydrolase
MNHNOIJP_04674	CDS	1155	cysQ_3	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
MNHNOIJP_04675	CDS	246	cysNC_2		COG0529	Bifunctional enzyme CysN/CysC
MNHNOIJP_04676	CDS	783				hypothetical protein
MNHNOIJP_04677	CDS	1011				hypothetical protein
MNHNOIJP_04678	CDS	1926				hypothetical protein
MNHNOIJP_04679	CDS	669				hypothetical protein
MNHNOIJP_04680	tRNA	86				tRNA-Gly(tcc)
MNHNOIJP_04681	CDS	264				hypothetical protein
MNHNOIJP_04682	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
MNHNOIJP_04683	CDS	915				hypothetical protein
MNHNOIJP_04684	CDS	861				hypothetical protein
MNHNOIJP_04685	CDS	297	gph_1	3.1.3.18		Phosphoglycolate phosphatase
MNHNOIJP_04686	CDS	369	atpC			ATP synthase epsilon chain
MNHNOIJP_04687	CDS	1452	atpD_2	7.1.2.2	COG0055	ATP synthase subunit beta
MNHNOIJP_04688	CDS	633	atpG		COG0224	ATP synthase gamma chain
MNHNOIJP_04689	CDS	792				IS21 family transposase IS1415
MNHNOIJP_04690	CDS	1521				hypothetical protein
MNHNOIJP_04691	CDS	165				hypothetical protein
MNHNOIJP_04692	CDS	480				hypothetical protein
MNHNOIJP_04693	CDS	636	gpm2	3.1.3.2	COG0406	Acid phosphatase
MNHNOIJP_04694	CDS	798	soj_9	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MNHNOIJP_04695	CDS	315				hypothetical protein
MNHNOIJP_04696	CDS	339				hypothetical protein
MNHNOIJP_04697	CDS	981		1.1.1.1		Alcohol dehydrogenase
MNHNOIJP_04698	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
MNHNOIJP_04699	CDS	447	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
MNHNOIJP_04700	CDS	543				hypothetical protein
MNHNOIJP_04701	CDS	777				hypothetical protein
MNHNOIJP_04702	CDS	573				hypothetical protein
MNHNOIJP_04703	CDS	906	cbpA_2		COG2214	Curved DNA-binding protein
MNHNOIJP_04704	CDS	525	grpE_3		COG0576	Protein GrpE
MNHNOIJP_04705	CDS	1071	dnaK2			Chaperone protein dnaK2
MNHNOIJP_04706	CDS	471	rpsG_2		COG0049	30S ribosomal protein S7
MNHNOIJP_04707	CDS	375	rpsL		COG0048	30S ribosomal protein S12
MNHNOIJP_04708	CDS	594				hypothetical protein
MNHNOIJP_04709	CDS	495	lprB			Putative lipoprotein LprB
MNHNOIJP_04710	CDS	855	vraS	2.7.13.3		Sensor protein VraS
MNHNOIJP_04711	CDS	684	devR_3		COG2197	DNA-binding transcriptional activator DevR/DosR
MNHNOIJP_04712	CDS	540	sigD_2			ECF RNA polymerase sigma factor SigD
MNHNOIJP_04713	CDS	321				hypothetical protein
MNHNOIJP_04714	CDS	1338				hypothetical protein
MNHNOIJP_04715	CDS	978				putative protein
MNHNOIJP_04716	CDS	1059	rbsC_2		COG1172	Ribose import permease protein RbsC
MNHNOIJP_04717	CDS	714				hypothetical protein
MNHNOIJP_04718	CDS	600				hypothetical protein
MNHNOIJP_04719	CDS	816	coaX_2	2.7.1.33	COG1521	Type III pantothenate kinase
MNHNOIJP_04720	CDS	447	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
MNHNOIJP_04721	CDS	420	panC	6.3.2.1	COG0414	Pantothenate synthetase
MNHNOIJP_04722	CDS	810	modA		COG0725	Molybdate-binding protein ModA
MNHNOIJP_04723	CDS	810				hypothetical protein
MNHNOIJP_04724	CDS	363				hypothetical protein
MNHNOIJP_04725	CDS	1194		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
MNHNOIJP_04726	CDS	1134				hypothetical protein
MNHNOIJP_04727	CDS	576				hypothetical protein
MNHNOIJP_04728	CDS	171				hypothetical protein
